plot_cn,tree_cn,tree,ACPL,ACSA,BEPA,BEPE,LADE,LALA,PIAB,PIPU,PIST,PISY,QURO,QURU
I.1.1,I.1.1.1.1,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.1,I.1.1.1.2,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.1,I.1.1.1.3,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.1,I.1.1.1.4,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.1,I.1.1.1.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.1,I.1.1.1.6,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.1,I.1.1.1.7,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.1,I.1.1.2.1,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.1,I.1.1.2.2,2.2,0,0,0,0,0,0,9.783579448582838,0,0,0,0,0
I.1.1,I.1.1.2.3,2.3,0,0,0,0,0,0,4.244036747100558,0,0,0,0,0
I.1.1,I.1.1.2.4,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.1,I.1.1.2.5,2.5,0,0,0,0,0,0,5.9872301436326065,0,0,0,0,0
I.1.1,I.1.1.2.6,2.6,0,0,0,0,0,0,5.633454680501498,0,0,0,0,0
I.1.1,I.1.1.2.7,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.1,I.1.1.3.1,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.1,I.1.1.3.2,3.2,0,0,0,0,0,0,6.739203273166716,0,0,0,0,0
I.1.1,I.1.1.3.3,3.3,0,0,0,0,0,0,4.677164045987207,0,0,0,0,0
I.1.1,I.1.1.3.4,3.4,0,0,0,0,0,0,5.744502383989514,0,0,0,0,0
I.1.1,I.1.1.3.5,3.5,0,0,0,0,0,0,8.591725833567834,0,0,0,0,0
I.1.1,I.1.1.3.6,3.6,0,0,0,0,0,0,5.670407524690657,0,0,0,0,0
I.1.1,I.1.1.3.7,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.1,I.1.1.4.1,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.1,I.1.1.4.2,4.2,0,0,0,0,0,0,36.944468482423204,0,0,0,0,0
I.1.1,I.1.1.4.3,4.3,0,0,0,0,0,0,8.95823607163255,0,0,0,0,0
I.1.1,I.1.1.4.4,4.4,0,0,0,0,0,0,8.488759699217484,0,0,0,0,0
I.1.1,I.1.1.4.5,4.5,0,0,0,0,0,0,5.164946091361664,0,0,0,0,0
I.1.1,I.1.1.4.6,4.6,0,0,0,0,0,0,5.483698742593759,0,0,0,0,0
I.1.1,I.1.1.4.7,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.1,I.1.1.5.1,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.1,I.1.1.5.2,5.2,0,0,0,0,0,0,4.892141432306074,0,0,0,0,0
I.1.1,I.1.1.5.3,5.3,0,0,0,0,0,0,4.98949092326691,0,0,0,0,0
I.1.1,I.1.1.5.4,5.4,0,0,0,0,0,0,8.939130545642914,0,0,0,0,0
I.1.1,I.1.1.5.5,5.5,0,0,0,0,0,0,7.36273553606189,0,0,0,0,0
I.1.1,I.1.1.5.6,5.6,0,0,0,0,0,0,6.51516652232156,0,0,0,0,0
I.1.1,I.1.1.5.7,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.1,I.1.1.6.1,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.1,I.1.1.6.2,6.2,0,0,0,0,0,0,5.949790701932715,0,0,0,0,0
I.1.1,I.1.1.6.3,6.3,0,0,0,0,0,0,7.659671317075595,0,0,0,0,0
I.1.1,I.1.1.6.4,6.4,0,0,0,0,0,0,7.083659887015289,0,0,0,0,0
I.1.1,I.1.1.6.5,6.5,0,0,0,0,0,0,5.596159825534803,0,0,0,0,0
I.1.1,I.1.1.6.6,6.6,0,0,0,0,0,0,5.6608921171963935,0,0,0,0,0
I.1.1,I.1.1.6.7,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.1,I.1.1.7.1,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.1,I.1.1.7.2,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.1,I.1.1.7.3,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.1,I.1.1.7.4,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.1,I.1.1.7.5,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.1,I.1.1.7.6,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.1,I.1.1.7.7,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.10,I.1.10.1.1,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.10,I.1.10.1.2,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.10,I.1.10.1.3,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.10,I.1.10.1.4,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.10,I.1.10.1.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.10,I.1.10.1.6,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.10,I.1.10.1.7,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.10,I.1.10.2.1,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.10,I.1.10.2.2,2.2,0,1.741616744124623,0.4895973660211358,0,0,0.5363031971297918,0,0.20384615384615384,0.16653520487318108,0,0,0.44417280556199745
I.1.10,I.1.10.2.3,2.3,0,6.041364954709902,4.90566037735849,0,0,3.7547169811320753,0,0,1.2350400882485115,0,0,4.555767033839914
I.1.10,I.1.10.2.4,2.4,0,1.6710921977260202,1.85546875,0,0,0.39222329268941303,0,0.7445263874477476,0.7232058865031407,0,0,1.765507261297807
I.1.10,I.1.10.2.5,2.5,0,1.2736842105263158,0,0,0,0.5389473684210526,0,0.3709668409257427,0.5556089460091416,0,0,0.81524306849361206
I.1.10,I.1.10.2.6,2.6,0,8.719520290567752,7.460883769185744,0,0,0,0,1.2375846254633338,0,0,0,2.455945164998526
I.1.10,I.1.10.2.7,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.10,I.1.10.3.1,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.10,I.1.10.3.2,3.2,0,0,2.5866666666666664,0,0,0.715190096748002,0,0.38843732513181006,0.32658266554400533,0,0,0.4977437761918683
I.1.10,I.1.10.3.3,3.3,0,2.6408450704225355,4.830236463034867,0,0,2.654140242059365,0,1.4507042253521127,0,0,0,1.5563380281690142
I.1.10,I.1.10.3.4,3.4,0,2.737556561085973,1.5197996428217648,0,0,3.054298642533937,0,0.9790709277967581,0,0,0,0
I.1.10,I.1.10.3.5,3.5,0,0,0.7851239669421488,0,0,0.6229552303676525,0,0.2975206611570248,0.1554466147071253,0,0,0.3652892561983471
I.1.10,I.1.10.3.6,3.6,0,14.325594266271299,8.770754005114663,0,0,2.223387153065475,0,0.8838834764831843,1.6625,0,0,0
I.1.10,I.1.10.3.7,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.10,I.1.10.4.1,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.10,I.1.10.4.2,4.2,0,1.697574954783558,0,0,0,0.22313147317442164,0,0.3117395830363013,0.7657740145201204,0,0,0.5865966657311156
I.1.10,I.1.10.4.3,4.3,0,8.151650429449553,7.964823227814083,0,0,4.1899999999999995,0,0,1.8243354954612925,0,0,1.5627059864222699
I.1.10,I.1.10.4.4,4.4,0,4.2247715626849685,1.7689530685920578,0,0,0.3624879528104323,0,0.7220216606498195,0,0,0,0.7978339350180506
I.1.10,I.1.10.4.5,4.5,0,11.05,3.4648232278140827,0,0,4.997386360737624,0,0.565685424949238,0,0,0,1.5627059864222699
I.1.10,I.1.10.4.6,4.6,0,12.251909248525036,0,0,0,5.963658329491621,0,1.8947368421052633,0,0,0,2.5087221267019775
I.1.10,I.1.10.4.7,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.10,I.1.10.5.1,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.10,I.1.10.5.2,5.2,0,2.131782945736434,1.744186046511628,0,0,0.7632052883688198,0,0.4948805337118493,0,0,0,1.9327671165579483
I.1.10,I.1.10.5.3,5.3,0,0,1.4694510027889933,0,0,0.5379428697975884,0,0.18181818181818182,0.4690909090909091,0,0,0.7431049445924081
I.1.10,I.1.10.5.4,5.4,0,2.142857142857143,0,0,0,0.709613628813581,0,0.28861501272920304,0,0,0,0.5428571428571428
I.1.10,I.1.10.5.5,5.5,0,0,0.9800000000000001,0,0,1.0217371567773472,0,0.2,0,0,0,0.9630794359760777
I.1.10,I.1.10.5.6,5.6,0,1.5873015873015874,0,0,0,0.5646697531594858,0,0.2244783432338246,0.43896188094854405,0,0,2.3874525120689016
I.1.10,I.1.10.5.7,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.10,I.1.10.6.1,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.10,I.1.10.6.2,6.2,0,1.2465023386301317,0.9969657116664452,0,0,0.8925272422403909,0,0.2978481113209618,1.4387841658696534,0,0,0
I.1.10,I.1.10.6.3,6.3,0,8.778470880931106,7.8637812114721335,0,0,0,0,0.3722620102544002,1.8243354954612925,0,0,5.78
I.1.10,I.1.10.6.4,6.4,0,4.534240295532627,3.0114785790974845,0,0,0.37593984962406013,0,0.13994812415578956,0,0,0,0
I.1.10,I.1.10.6.5,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.10,I.1.10.6.6,6.6,0,0.8519358809476475,1.059989875580253,0,0,1.1060292517788772,0,0.08970168921792775,0.47119889470290116,0,0,0.5742857880402116
I.1.10,I.1.10.6.7,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.10,I.1.10.7.1,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.10,I.1.10.7.2,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.10,I.1.10.7.3,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.10,I.1.10.7.4,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.10,I.1.10.7.5,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.10,I.1.10.7.6,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.10,I.1.10.7.7,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.100,I.1.100.1.1,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.100,I.1.100.1.2,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.100,I.1.100.1.3,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.100,I.1.100.1.4,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.100,I.1.100.1.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.100,I.1.100.1.6,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.100,I.1.100.1.7,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.100,I.1.100.2.1,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.100,I.1.100.2.2,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.100,I.1.100.2.3,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.100,I.1.100.2.4,2.4,0,1.8824184949373255,0,0,0,0,0,0,0,0,0.23754539746732614,0
I.1.100,I.1.100.2.5,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.100,I.1.100.2.6,2.6,0,3.327802777717795,0,0,0,0,0,0,0,0,0.35452610637645093,0
I.1.100,I.1.100.2.7,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.100,I.1.100.3.1,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.100,I.1.100.3.2,3.2,0,1.6332445908347983,0,0,0,0,0,0,0,0,0.2525627660017839,0
I.1.100,I.1.100.3.3,3.3,0,426.3745218569241,0,0,0,0,0,0,0,0,40.65863991822648,0
I.1.100,I.1.100.3.4,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.100,I.1.100.3.5,3.5,0,3.0013191013137024,0,0,0,0,0,0,0,0,0.23952070644021486,0
I.1.100,I.1.100.3.6,3.6,0,4.1291061284851525,0,0,0,0,0,0,0,0,0.38177655711203157,0
I.1.100,I.1.100.3.7,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.100,I.1.100.4.1,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.100,I.1.100.4.2,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.100,I.1.100.4.3,4.3,0,2.136584492980233,0,0,0,0,0,0,0,0,0.5925925925925926,0
I.1.100,I.1.100.4.4,4.4,0,9.191104050219185,0,0,0,0,0,0,0,0,0.2766939578556056,0
I.1.100,I.1.100.4.5,4.5,0,2.9905469022995197,0,0,0,0,0,0,0,0,0.38142620232172464,0
I.1.100,I.1.100.4.6,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.100,I.1.100.4.7,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.100,I.1.100.5.1,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.100,I.1.100.5.2,5.2,0,2.679853884444273,0,0,0,0,0,0,0,0,0.8298010193703791,0
I.1.100,I.1.100.5.3,5.3,0,21.071180048173993,0,0,0,0,0,0,0,0,2.4984439601924673,0
I.1.100,I.1.100.5.4,5.4,0,2.9266865797053763,0,0,0,0,0,0,0,0,1.2078026303935956,0
I.1.100,I.1.100.5.5,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.100,I.1.100.5.6,5.6,0,2.223737395338073,0,0,0,0,0,0,0,0,0.7275463715186196,0
I.1.100,I.1.100.5.7,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.100,I.1.100.6.1,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.100,I.1.100.6.2,6.2,0,21.94832787959418,0,0,0,0,0,0,0,0,3.491460626741728,0
I.1.100,I.1.100.6.3,6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.100,I.1.100.6.4,6.4,0,2.065316303270287,0,0,0,0,0,0,0,0,1.0306580537839471,0
I.1.100,I.1.100.6.5,6.5,0,6.17862124863968,0,0,0,0,0,0,0,0,0.721465625697237,0
I.1.100,I.1.100.6.6,6.6,0,4.096934254682896,0,0,0,0,0,0,0,0,1.6815232756412686,0
I.1.100,I.1.100.6.7,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.100,I.1.100.7.1,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.100,I.1.100.7.2,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.100,I.1.100.7.3,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.100,I.1.100.7.4,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.100,I.1.100.7.5,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.100,I.1.100.7.6,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.100,I.1.100.7.7,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.101,I.1.101.1.1,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.101,I.1.101.1.2,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.101,I.1.101.1.3,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.101,I.1.101.1.4,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.101,I.1.101.1.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.101,I.1.101.1.6,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.101,I.1.101.1.7,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.101,I.1.101.2.1,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.101,I.1.101.2.2,2.2,0,0,0,53.22349391301868,0,0,0,0,0,0,15.031167121547284,0
I.1.101,I.1.101.2.3,2.3,0,0,0,3.2656828503435382,0,0,0,0,0,0,1.1428384648141345,0
I.1.101,I.1.101.2.4,2.4,0,0,0,2.3819783279129862,0,0,0,0,0,0,0.8278314184998659,0
I.1.101,I.1.101.2.5,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.101,I.1.101.2.6,2.6,0,0,0,1.7384273231580312,0,0,0,0,0,0,0.8864015468557397,0
I.1.101,I.1.101.2.7,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.101,I.1.101.3.1,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.101,I.1.101.3.2,3.2,0,0,0,1.6814521867366101,0,0,0,0,0,0,1.234277356149902,0
I.1.101,I.1.101.3.3,3.3,0,0,0,8.273774847805726,0,0,0,0,0,0,1.4051077757673467,0
I.1.101,I.1.101.3.4,3.4,0,0,0,7.338915089991034,0,0,0,0,0,0,1.8414780347753614,0
I.1.101,I.1.101.3.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.101,I.1.101.3.6,3.6,0,0,0,8.363206320420193,0,0,0,0,0,0,0.4976961048597538,0
I.1.101,I.1.101.3.7,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.101,I.1.101.4.1,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.101,I.1.101.4.2,4.2,0,0,0,4.319541450740891,0,0,0,0,0,0,3.5588467268440764,0
I.1.101,I.1.101.4.3,4.3,0,0,0,12.906525102648002,0,0,0,0,0,0,4.393122249300061,0
I.1.101,I.1.101.4.4,4.4,0,0,0,0.9712069042803182,0,0,0,0,0,0,1.8788588982287773,0
I.1.101,I.1.101.4.5,4.5,0,0,0,44.3034259463116,0,0,0,0,0,0,15.533539289936739,0
I.1.101,I.1.101.4.6,4.6,0,0,0,2.792806030504052,0,0,0,0,0,0,0.7173458524310331,0
I.1.101,I.1.101.4.7,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.101,I.1.101.5.1,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.101,I.1.101.5.2,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.101,I.1.101.5.3,5.3,0,0,0,1.92655584418019,0,0,0,0,0,0,1.0192982456140351,0
I.1.101,I.1.101.5.4,5.4,0,0,0,6.139240506329114,0,0,0,0,0,0,1.5305729061126532,0
I.1.101,I.1.101.5.5,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.101,I.1.101.5.6,5.6,0,0,0,1.9507516822032163,0,0,0,0,0,0,0.9040907279173023,0
I.1.101,I.1.101.5.7,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.101,I.1.101.6.1,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.101,I.1.101.6.2,6.2,0,0,0,3.908524203442955,0,0,0,0,0,0,1.1498011954698262,0
I.1.101,I.1.101.6.3,6.3,0,0,0,9.022478687160982,0,0,0,0,0,0,1.584195511721733,0
I.1.101,I.1.101.6.4,6.4,0,0,0,2.271265850197899,0,0,0,0,0,0,1.515621294997238,0
I.1.101,I.1.101.6.5,6.5,0,0,0,9.987240015038191,0,0,0,0,0,0,4.64929010884183,0
I.1.101,I.1.101.6.6,6.6,0,0,0,4.783216466901828,0,0,0,0,0,0,2.0643180569655075,0
I.1.101,I.1.101.6.7,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.101,I.1.101.7.1,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.101,I.1.101.7.2,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.101,I.1.101.7.3,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.101,I.1.101.7.4,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.101,I.1.101.7.5,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.101,I.1.101.7.6,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.101,I.1.101.7.7,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.102,I.1.102.1.1,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.102,I.1.102.1.2,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.102,I.1.102.1.3,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.102,I.1.102.1.4,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.102,I.1.102.1.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.102,I.1.102.1.6,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.102,I.1.102.1.7,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.102,I.1.102.2.1,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.102,I.1.102.2.2,2.2,0,0.8260312731844637,0,0,1.1024982878767202,0,0.5106697994679056,0,0,0.7829068897832164,0,0.21860465116279068
I.1.102,I.1.102.2.3,2.3,0,0,0,0,8.074468085106384,0,2.5394763168607732,0,0,5.036042699693607,0,1.2817289358566135
I.1.102,I.1.102.2.4,2.4,0,1.2009591363009615,0.8639902366191623,0,0.738533749239283,0,0.3746031746031746,0,0,0.35554678919454946,0,1.305993694511743
I.1.102,I.1.102.2.5,2.5,0,3.639455782312925,2.6182858079673403,0,1.1479085563707723,0,1.6162440712835373,0,0,2.142857142857143,0,0.8196089793913038
I.1.102,I.1.102.2.6,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.102,I.1.102.2.7,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.102,I.1.102.3.1,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.102,I.1.102.3.2,3.2,0,4.1859949223097255,4.667804690693502,0,6.325,0,0,0,0,2.9321122046654535,0,0.5539003119294621
I.1.102,I.1.102.3.3,3.3,0,1.085376670210354,1.0364741641337387,0,0.9241821152286183,0,0.7234042553191489,0,0,1.0918244524096234,0,0.2857142857142857
I.1.102,I.1.102.3.4,3.4,0,8.813559322033898,5.3392554409933375,0,2.788135593220339,0,0,0,0,2.669491525423729,0,1.4441757141182878
I.1.102,I.1.102.3.5,3.5,0,0.6674559336433766,1.0280373831775702,0,0,0,0.6280373831775702,0,0,0.5418949164233354,0,0.27476635514018694
I.1.102,I.1.102.3.6,3.6,0,2.454128440366972,3.1478409236155662,0,1.257911986920642,0,0,0,0,0.4357798165137614,0,1.1449123117683497
I.1.102,I.1.102.3.7,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.102,I.1.102.4.1,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.102,I.1.102.4.2,4.2,0,3.6807611136717036,4.104418259121762,0,1.626711973299622,0,0.6217616580310881,0,0,0,0,1.2849740932642488
I.1.102,I.1.102.4.3,4.3,0,1.4809384164222872,0,0,1.3020527859237534,0,0.7029595273379459,0,0,0.565982404692082,0,0.5142594772265799
I.1.102,I.1.102.4.4,4.4,0,0.749113124623372,1.7643564356435644,0,0.9899494936611665,0,0.43366336633663366,0,0,0,0,0
I.1.102,I.1.102.4.5,4.5,0,1.8909090909090907,0,0,0.47818181818181815,0,0.7791031079982688,0,0,0.17272727272727273,0,0
I.1.102,I.1.102.4.6,4.6,0,3.982127662471609,5.7894736842105265,0,3.9986874568328594,0,4.0736842105263165,0,0,1.4437990079667289,0,2.1681559278810525
I.1.102,I.1.102.4.7,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.102,I.1.102.5.1,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.102,I.1.102.5.2,5.2,0,2.0254814140208346,3.492486140658146,0,0.4637096774193548,0,0,0,0,2.026077455453988,0,0
I.1.102,I.1.102.5.3,5.3,0,3.1051210826017956,4.846736304722466,0,0,0,0.8782608695652174,0,0,3.0388835545130752,0,4.462304721260481
I.1.102,I.1.102.5.4,5.4,0,7.835428181985661,6.237942000368454,0,3.7425742574257423,0,0,0,0,1.4912251920072732,0,3.712871287128713
I.1.102,I.1.102.5.5,5.5,0,2.8976765190083893,3.502779696284933,0,0,0,1.0266159695817492,0,0,0.2554187992879164,0,1.0082321024523015
I.1.102,I.1.102.5.6,5.6,0,1.694545836571312,5.407743962441427,0,1.5562130177514792,0,0,0,0,1.7099101369745562,0,1.723623516344116
I.1.102,I.1.102.5.7,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.102,I.1.102.6.1,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.1.102,I.1.102.6.2,6.2,0,2.302111335586904,0,0,0.9319899172823554,0,0.5145461665274444,0,0,1.4302376601650326,0,0.8104575163398693
I.1.102,I.1.102.6.3,6.3,0,2.3188628808641503,2.9064428368524045,0,0.539906103286385,0,0.8579931665581289,0,0,0,0,2.5838614165927876
